personId,firstName,lastName,email,dob,address,majors
6c118356-92d8-4773-95ea-72df0fb7c4b6,Alice,Johnson,alice.johnson@example.com,1952-01-15,"122 Elm St, Riverside, IL","Sociology, Marketing, Chemistry, Environmental Science, Political Science"
d4833819-0914-40ce-bb97-a57fc9b6ab8a,Bob,Moore,bob.moore@example.com,1966-08-29,"800 Pine St, Madison, OH",
34669942-871e-4c50-a47b-ad8ffa65a4c7,Michael,Johnson,michael.johnson@example.com,1978-05-14,"352 Walnut St, Riverside, PA","English, Economics, Political Science, Journalism, Library Science"
18c46803-1a4a-40b4-bccb-66b9c1149108,James,Johnson,james.johnson@example.com,2000-12-09,"278 Walnut St, Salem, CA",
647e450d-0162-495b-beed-331ade644ac7,Emily,Davis,emily.davis@example.com,1960-06-06,"946 Walnut St, Riverside, CA","Communications, Economics"
077ff601-fbf4-429c-94ea-ae4f266a0273,Sarah,Taylor,sarah.taylor@example.com,1961-06-22,"104 Cedar St, Greenville, PA","History, Agriculture, Sociology"
af9bbb6c-6c2d-44d9-85f6-bdc99a2df383,David,Doe,david.doe@example.com,1957-11-10,"103 Maple St, Georgetown, CA","Business Administration, Mathematics, Veterinary Medicine"
47d6c83e-2be8-4483-b1b3-4e31cd38865c,Emily,Miller,emily.miller@example.com,1955-11-07,"511 Spruce St, Madison, FL",
eb0c6e28-ac6d-4545-9369-1b725af534f4,Emily,Williams,emily.williams@example.com,1965-08-15,"803 Birch St, Fairview, IL",
d2da2716-4a7c-4459-8ca3-f791a0b06148,Alice,Williams,alice.williams@example.com,1976-07-12,"830 Elm St, Greenville, IL",Foreign Languages
5afe5ece-24ca-4ad4-94a5-9c0951779e62,James,Brown,james.brown@example.com,1996-07-25,"193 Cedar St, Greenville, IL","Public Health, Biology"
f9fe056e-0f9f-4347-8caa-c4fa3b9edce6,Alice,Doe,alice.doe@example.com,1951-03-22,"605 Elm St, Fairview, FL","Communications, Education"
a76607a2-79a7-48db-8877-a14023d8513f,Bob,Wilson,bob.wilson@example.com,1965-10-12,"874 Walnut St, Fairview, OH",Political Science
ca3de15a-c747-4546-a287-b9df65a8fe04,James,Johnson,james.johnson@example.com,2000-02-05,"893 Elm St, Madison, IL","Art, Public Health, Communications, Linguistics"
87e9ee31-bbf2-41d0-8ff7-3aaf0c9fe80b,James,Johnson,james.johnson@example.com,1992-07-31,"443 Elm St, Fairview, TX","Law, Computer Science"
54c7768c-b8b8-4681-b9b3-a47fc00d54f6,Linda,Davis,linda.davis@example.com,1950-09-11,"493 Maple St, Georgetown, TX","Philosophy, Urban Planning"
c47e5c81-4438-42ef-b883-0c6873e0fb38,James,Doe,james.doe@example.com,1976-09-12,"687 Walnut St, Riverside, PA","Anthropology, Biology, Sociology"
3e0fe6cb-9092-4729-bae6-ab2547203e82,Linda,Moore,linda.moore@example.com,1979-09-27,"273 Elm St, Greenville, OH","Education, Psychology, Urban Planning"
815ca4d2-a7c8-41ed-9aa4-16b8420ebfb0,John,Taylor,john.taylor@example.com,1983-09-29,"278 Pine St, Riverside, FL",
090492ba-311e-4f00-82d3-12d15a0e83fd,Bob,Davis,bob.davis@example.com,1983-09-14,"686 Spruce St, Madison, IL","Urban Planning, Foreign Languages, Theater"
3f33b31e-b2b8-40e0-9f35-142548ed5189,Michael,Miller,michael.miller@example.com,1962-02-09,"583 Elm St, Salem, PA","Education, Accounting, Business Administration"
1ccc894d-35fd-420a-b7e9-c8fa810e2deb,John,Davis,john.davis@example.com,1954-04-18,"998 Pine St, Springfield, OH",Electrical Engineering
7794d6a2-f0c5-4b5e-b40a-dbeb671b7743,David,Taylor,david.taylor@example.com,1971-03-18,"848 Cedar St, Springfield, OH",
647bcb97-f7f7-4037-8ad5-d2aa3e62dea4,Alice,Johnson,alice.johnson@example.com,1959-08-28,"381 Cedar St, Greenville, TX",Library Science
c518d43c-0380-440a-9405-e2eb0cde7875,John,Miller,john.miller@example.com,1992-04-13,"475 Elm St, Springfield, PA",
d3ceb9e0-6a35-41b0-aa39-c6a63eb8ea05,Michael,Moore,michael.moore@example.com,1965-06-02,"907 Cedar St, Greenville, FL","Mechanical Engineering, English"
e7cdc931-792e-43f8-a77c-c64858b9ef15,David,Davis,david.davis@example.com,1980-11-26,"371 Maple St, Fairview, PA","Marketing, Library Science, Art"
0228a629-6174-4b8f-b47c-ab94f8203c7a,Linda,Moore,linda.moore@example.com,1973-05-04,"203 Walnut St, Madison, CA",
265e45e6-ccf2-42fd-8a8a-ece9cd99ebcb,Emily,Moore,emily.moore@example.com,2000-02-03,"287 Pine St, Salem, PA",Marketing
df9336aa-2074-45f4-a420-226c9ddbfeb6,Sarah,Wilson,sarah.wilson@example.com,1950-04-29,"144 Spruce St, Salem, IL","Linguistics, Political Science, Biology, Art"
7f5ad863-5975-446a-9779-6401bff7572a,Bob,Johnson,bob.johnson@example.com,1953-03-12,"392 Oak St, Riverside, TX","Architecture, Chemistry, Mechanical Engineering, Urban Planning"
f175b9ba-e04d-4e0c-bbce-d12b72013668,Emily,Davis,emily.davis@example.com,1967-04-24,"816 Oak St, Riverside, IL","Music, Linguistics, Accounting, Urban Planning, Nursing"
b6fcc9b9-cc9d-4667-87b1-d9b0531da9ce,Bob,Moore,bob.moore@example.com,1962-02-11,"137 Birch St, Madison, OH","Theater, Architecture, Communications"
cd6d9f1d-f49e-48fe-9141-c68ac44bbc94,Bob,Doe,bob.doe@example.com,1996-01-28,"613 Elm St, Georgetown, IL",
4f97fa63-5910-4e80-adf2-9114464cb34d,John,Taylor,john.taylor@example.com,1983-02-22,"420 Elm St, Georgetown, IL","Linguistics, Health Science"
75bd8770-833b-4034-8093-daa2b9243623,Alice,Davis,alice.davis@example.com,1959-07-18,"122 Birch St, Fairview, TX","Foreign Languages, Urban Planning, Philosophy, Foreign Languages, Business Administration"
954a4a24-c7c6-4439-902d-ee32d051e7d1,Alice,Doe,alice.doe@example.com,1986-12-26,"303 Oak St, Georgetown, PA","Law, Music"
1df26e5e-34f5-4e03-87a2-f6a5092eda5c,Alice,Smith,alice.smith@example.com,1995-05-14,"546 Cedar St, Springfield, OH",Philosophy
e785c076-3d68-4f39-a045-71ebccfebd2a,Jane,Miller,jane.miller@example.com,1953-09-03,"943 Cedar St, Greenville, NY",
1cb96cd8-584f-4760-9976-7a061a7dbe0d,James,Miller,james.miller@example.com,1974-12-10,"571 Cedar St, Fairview, CA",Health Science
9d061671-98b8-4835-a84d-8af17775c236,John,Taylor,john.taylor@example.com,1958-07-11,"772 Birch St, Georgetown, FL","Health Science, Veterinary Medicine, Accounting"
13656e45-fcf9-4916-9354-8c5c941997e4,John,Wilson,john.wilson@example.com,1974-03-31,"450 Maple St, Madison, CA","Architecture, Physics"
b9f02737-b1e3-429e-8fbd-884ee2624f47,Linda,Williams,linda.williams@example.com,1977-12-13,"617 Oak St, Salem, CA","Physics, Biology"
5817fc5b-977d-4bad-827f-799d4c444f19,Jane,Doe,jane.doe@example.com,1990-03-21,"430 Maple St, Salem, OH","Theater, Accounting"
4ab98f58-35d9-485a-b386-fd974553c4f9,David,Taylor,david.taylor@example.com,1996-04-21,"662 Spruce St, Georgetown, CA","Economics, Biology, Agriculture"
8dcda979-71d2-4a12-b846-cb1a575bcb24,Jane,Williams,jane.williams@example.com,1964-04-23,"754 Birch St, Georgetown, PA",
a8a14953-f4b7-4008-89fd-b3d6d1c454ff,Alice,Johnson,alice.johnson@example.com,1970-02-21,"904 Oak St, Riverside, TX","Public Health, Accounting, English, Sociology, Physics"
e3ef179d-9c08-41ec-a50f-8de1287de12f,Emily,Williams,emily.williams@example.com,1990-12-01,"394 Oak St, Madison, PA","Mathematics, Architecture"
89c96067-ccd0-4adb-83e7-3e45e2c0c732,David,Smith,david.smith@example.com,1951-10-19,"271 Oak St, Riverside, NY","History, Philosophy, Psychology"
96205bfa-34df-4644-af35-50f404373030,Emily,Doe,emily.doe@example.com,1962-01-16,"447 Maple St, Riverside, CA","Finance, Biology, Mathematics"
4c8c340b-aca5-4013-a702-b936b6e8f663,Jane,Smith,jane.smith@example.com,1995-10-06,"759 Cedar St, Springfield, NY","Environmental Science, Political Science, Marketing, Physics, Business Administration"
0628aa87-cdfc-4fee-8e9f-c63e9b938447,Michael,Doe,michael.doe@example.com,1951-06-24,"882 Pine St, Madison, TX",Sociology
2d606b71-1199-492b-af95-470b7f301fb2,Linda,Davis,linda.davis@example.com,1977-10-30,"763 Pine St, Salem, TX",Criminal Justice
e58d84fc-9dea-45d5-b2b7-3d668e9070ba,Alice,Miller,alice.miller@example.com,1951-02-11,"996 Birch St, Riverside, IL","Library Science, Business Administration"
c08be963-2753-422c-8dfc-6ae00d248777,Michael,Wilson,michael.wilson@example.com,1965-08-05,"181 Walnut St, Georgetown, NY","Philosophy, Finance, Chemistry"
1838a5b6-db38-4111-ab13-794b8ecb1129,David,Moore,david.moore@example.com,1983-02-14,"760 Birch St, Fairview, PA",
e716d5d6-dbb6-45c9-bdf6-0c51ef8195f1,Bob,Brown,bob.brown@example.com,1966-05-29,"489 Elm St, Georgetown, IL","Political Science, Marketing, Linguistics, Marketing"
3d2f04d9-6bd8-4d08-8803-66a67816d9a3,Bob,Williams,bob.williams@example.com,1999-05-08,"982 Maple St, Springfield, PA","Chemistry, Social Work, Accounting, Business Administration"
dad6fc16-64e9-4fef-a262-addc2e1c5bf9,Emily,Miller,emily.miller@example.com,1956-12-28,"124 Oak St, Salem, IL","Economics, Computer Science, Sociology, Nursing, Chemistry"
7dfbe510-73b6-41d7-96cb-c41927020d7c,John,Wilson,john.wilson@example.com,1975-05-13,"628 Pine St, Madison, CA",Finance
10268084-e352-4365-b10c-d9453268102e,Sarah,Smith,sarah.smith@example.com,1987-07-21,"359 Spruce St, Madison, IL","Urban Planning, Mathematics, History, Library Science"
61648719-1c07-4e5b-bfb0-7eade8a5ce61,Alice,Davis,alice.davis@example.com,1977-09-28,"277 Spruce St, Springfield, CA","Urban Planning, Foreign Languages, Public Health, Art, Mechanical Engineering"
46fd3e75-1ada-42de-a42d-b388d189115b,Sarah,Smith,sarah.smith@example.com,1978-10-26,"342 Cedar St, Greenville, IL",
7711b5ee-f4a4-42a1-a7be-67a73e31d7fe,John,Miller,john.miller@example.com,1976-03-09,"702 Cedar St, Georgetown, TX","Urban Planning, Art, Electrical Engineering"
dbff4a72-eaa5-4ae3-9554-89e50a16bf21,Jane,Moore,jane.moore@example.com,1994-09-18,"833 Spruce St, Georgetown, TX","Health Science, Library Science, Communications, Political Science"
aa5c02e5-12c3-4c86-8adf-5982987c29e6,Bob,Brown,bob.brown@example.com,1967-07-16,"684 Birch St, Salem, NY",Environmental Science
f6de1dc6-badb-4231-be49-672865d3e674,Michael,Johnson,michael.johnson@example.com,1954-07-02,"698 Pine St, Madison, PA","Marketing, Chemistry"
87fc042a-1ca1-4179-983e-1aa313c84a61,Jane,Wilson,jane.wilson@example.com,1977-09-19,"442 Pine St, Greenville, NY","Mechanical Engineering, Environmental Science, Journalism, Anthropology, Architecture"
95af8905-d1b1-4abc-afd4-81b6eb2ad6db,David,Williams,david.williams@example.com,1961-09-14,"787 Elm St, Riverside, CA",Finance
0e5aa963-c2bb-49a1-9e88-a5ad5135e156,Alice,Williams,alice.williams@example.com,1998-04-10,"158 Maple St, Greenville, IL","Mechanical Engineering, Art, Environmental Science, Communications, English"
2f7ffda2-1ea4-427a-8ca1-184083add294,Linda,Miller,linda.miller@example.com,1956-01-01,"519 Elm St, Georgetown, FL","Psychology, Linguistics"
cbe67048-ddc4-4c12-bf1e-71ae5a325f9d,Emily,Johnson,emily.johnson@example.com,1956-01-29,"344 Spruce St, Greenville, IL","Computer Science, Agriculture, Biology, Nursing"
2aa0add0-1d9f-4e28-97bd-18e047112399,Alice,Davis,alice.davis@example.com,1996-03-31,"608 Cedar St, Springfield, IL","Political Science, Philosophy, Foreign Languages, Electrical Engineering"
c9cec8a0-77d6-4ca8-a7c9-52e712a159ec,James,Moore,james.moore@example.com,1950-09-06,"627 Pine St, Madison, PA","Mechanical Engineering, Art"
3861caca-7dab-45c2-be19-bddbd23c350a,Bob,Miller,bob.miller@example.com,1960-04-16,"529 Birch St, Madison, FL",Chemistry
347a7ff7-eecb-4386-8caa-4e54f10d6805,Linda,Davis,linda.davis@example.com,1952-05-25,"750 Oak St, Springfield, IL",
96960193-dbaf-4336-9abe-c092f5d5a969,Michael,Taylor,michael.taylor@example.com,1992-04-14,"939 Birch St, Georgetown, FL","Mechanical Engineering, Library Science, Marketing, Mechanical Engineering"
6af84254-3d33-4074-8338-8bebf67bc02c,John,Davis,john.davis@example.com,1969-12-30,"835 Maple St, Madison, CA","Computer Science, Business Administration, Theater, Education, Electrical Engineering"
89bd2099-3bbb-4b36-bcf1-97b816e2953b,James,Williams,james.williams@example.com,1988-03-21,"495 Birch St, Fairview, TX",Sociology
a236522e-524e-40e0-81ab-50bcd53a9cf0,Michael,Taylor,michael.taylor@example.com,1968-04-02,"598 Walnut St, Salem, FL","Journalism, History"
57e0ea4b-ea0c-4628-b99e-3793c0e94660,John,Smith,john.smith@example.com,1973-02-09,"389 Elm St, Georgetown, FL","Philosophy, Library Science, Theater"
09ebe597-cb93-4d86-a796-031dae144f5f,John,Miller,john.miller@example.com,1986-05-28,"245 Birch St, Greenville, OH","Art, Political Science, Economics, Mechanical Engineering"
7e12c1cb-a807-427e-81cf-4aa24b7f255c,Linda,Miller,linda.miller@example.com,1976-04-13,"388 Walnut St, Springfield, TX",
8a553fa7-20b0-4e0b-9280-1f202e307806,Emily,Smith,emily.smith@example.com,1987-01-31,"375 Walnut St, Greenville, IL",
a07faa78-2045-4b45-92eb-dd3669eda739,David,Moore,david.moore@example.com,1991-04-22,"619 Cedar St, Springfield, IL","Electrical Engineering, Education, Computer Science, Biology"
1ce990fe-942b-4255-9051-fd45ff5c1790,Alice,Williams,alice.williams@example.com,1955-09-12,"408 Oak St, Georgetown, NY","Agriculture, Social Work, Electrical Engineering"
e7191da6-09d3-45f8-8a2f-78e47dc3718b,Michael,Taylor,michael.taylor@example.com,1973-05-31,"209 Cedar St, Greenville, FL",Physics
d084aca9-a45f-4164-b1c7-66cffd75563f,Michael,Taylor,michael.taylor@example.com,1951-02-11,"590 Walnut St, Salem, CA","Mechanical Engineering, Physics, Political Science, Chemistry"
e64412f0-97ef-45cf-9a8a-ecea607c7316,Emily,Williams,emily.williams@example.com,1980-06-12,"408 Birch St, Riverside, TX",Finance
ef47e5c7-7c98-4416-9ce0-c6c9d82001cf,Sarah,Williams,sarah.williams@example.com,1978-03-25,"830 Birch St, Fairview, NY","Journalism, Communications"
a85f85b0-1a9b-4005-b311-11daa01ed79c,Jane,Williams,jane.williams@example.com,1996-06-15,"565 Oak St, Riverside, NY","Art, Mechanical Engineering, Geography, Accounting"
9fb6f285-a825-4cd3-8112-bc3fc910f9a7,Sarah,Doe,sarah.doe@example.com,1981-02-07,"165 Pine St, Madison, PA","Public Health, Art"
14020c32-f214-4357-bfca-b374855d014b,Alice,Smith,alice.smith@example.com,2000-12-08,"826 Maple St, Madison, TX",Marketing
8929621e-ceb8-4aea-81ba-4cce0e527a4f,Jane,Smith,jane.smith@example.com,1993-12-19,"331 Walnut St, Fairview, CA","Communications, Health Science, Architecture, Mathematics"
cd4c3cac-6325-427b-8dfe-914a046fe774,Jane,Smith,jane.smith@example.com,1976-09-16,"588 Elm St, Salem, OH",Public Health
2045e65b-0845-4d48-88f3-19c708a836cf,Michael,Davis,michael.davis@example.com,1991-04-24,"462 Walnut St, Madison, IL","Sociology, Economics, Computer Science"
fb85fd1f-ee6a-402a-98f1-522f21757a08,John,Williams,john.williams@example.com,1975-03-18,"430 Elm St, Madison, IL","Journalism, Geography, Health Science"
87c8e3b5-c02b-48e7-8e3e-c7407062ceb0,Linda,Williams,linda.williams@example.com,1995-05-24,"204 Pine St, Riverside, OH","Marketing, Mathematics, Communications"
90cfc093-c9d6-4e4d-93a4-27fd68a3c2e4,John,Johnson,john.johnson@example.com,1953-12-02,"316 Birch St, Georgetown, FL","History, Biology"
ce7fb4d1-3a8a-43f1-ad6b-2770b87555e6,John,Miller,john.miller@example.com,1997-01-17,"120 Elm St, Madison, NY","Biology, Social Work, History, Philosophy"
05e76ff4-ed16-46bd-83e9-fe08b42ad066,John,Miller,john.miller@example.com,1975-09-14,"771 Elm St, Springfield, CA","Education, Journalism, Economics"
d02a8b6c-3bf8-4191-b82f-be87f8079b29,David,Taylor,david.taylor@example.com,1995-03-22,"121 Elm St, Salem, NY","Nursing, Physics"
ee03afcc-2b1d-4dcc-ba2b-b27847585613,Alice,Wilson,alice.wilson@example.com,1964-07-21,"274 Cedar St, Madison, OH","Political Science, Geography"
a6cd83d8-201e-4209-a0cf-93965087b4e2,Michael,Wilson,michael.wilson@example.com,1992-04-13,"695 Elm St, Riverside, IL","Anthropology, Economics, Architecture"
b44af769-b25d-4dd7-a4b2-5f0251c66fac,Jane,Brown,jane.brown@example.com,1996-02-26,"706 Pine St, Springfield, IL","Mechanical Engineering, Nursing, Finance"
a549baf1-75b9-48bb-a3a5-0ed66dabd43a,Michael,Davis,michael.davis@example.com,1980-10-15,"907 Elm St, Riverside, IL","Accounting, Health Science, Nursing, Mathematics, Agriculture"
d26d73db-2f0e-4724-98f6-6f813e445ab1,Sarah,Taylor,sarah.taylor@example.com,1991-08-20,"841 Maple St, Madison, TX",Sociology
fd967950-1e31-4480-aac3-6254349a8130,James,Doe,james.doe@example.com,1974-03-09,"455 Oak St, Greenville, TX","Mathematics, Journalism"
63433b98-177d-4aaf-97d0-efe200c0df7e,John,Brown,john.brown@example.com,1954-12-28,"162 Elm St, Fairview, IL","Art, Psychology, Music, Sociology"
c4a82bb0-ba9d-446f-a121-ba7d2996c39e,Jane,Taylor,jane.taylor@example.com,1955-05-29,"766 Cedar St, Madison, FL","Sociology, Biology, Agriculture, Art"
3b774505-b16e-492a-9e82-389182505eba,Alice,Miller,alice.miller@example.com,1980-12-22,"529 Walnut St, Springfield, IL","Electrical Engineering, History"
268a0476-e60d-4968-98f1-6efdff33c255,Emily,Johnson,emily.johnson@example.com,1969-04-15,"998 Cedar St, Salem, OH","Finance, Physics, Agriculture, Philosophy, Art"
0a10e180-a33a-4d04-8519-ae951f56b478,Sarah,Johnson,sarah.johnson@example.com,1999-12-18,"719 Maple St, Madison, CA","Physics, Biology, History, Social Work, Mathematics"
c5e4fdba-ea91-4d20-944c-e6036fe09e5b,Sarah,Doe,sarah.doe@example.com,1989-05-20,"133 Maple St, Riverside, FL","Criminal Justice, Computer Science, Computer Science, Economics"
7e738b2c-3047-4861-aa68-59f6f8232657,Jane,Johnson,jane.johnson@example.com,1958-09-21,"267 Spruce St, Fairview, CA","Psychology, Electrical Engineering, Music"
f4893d52-2f99-497b-bbf8-69af6c117fab,Michael,Wilson,michael.wilson@example.com,1991-11-22,"464 Walnut St, Springfield, FL","Sociology, Marketing, English, Anthropology"
4c121605-fdfb-401e-80e6-8b52ca12619f,Sarah,Moore,sarah.moore@example.com,1970-09-26,"730 Spruce St, Springfield, FL",
